,Latitude,Longitude,MedInc,cluster
78,37.81,-122.29,0.8026,1
79,37.8,-122.28,2.0114,1
80,37.81,-122.28,1.5,1
81,37.81,-122.27,1.1667,1
82,37.81,-122.28,1.5208,1
83,37.81,-122.28,0.8075,1
84,37.81,-122.28,1.8088,1
85,37.81,-122.28,2.4083,1
86,37.81,-122.27,0.977,1
87,37.81,-122.27,0.76,1
88,37.8,-122.27,0.9722,1
89,37.8,-122.27,1.2434,1
90,37.8,-122.27,2.0938,1
91,37.8,-122.28,0.8668,1
92,37.8,-122.28,0.75,1
93,37.79,-122.27,2.6354,1
94,37.8,-122.27,1.8477,1
95,37.8,-122.26,2.0096,1
96,37.82,-122.26,2.8345,1
97,37.81,-122.26,2.0062,1
98,37.82,-122.26,1.2185,1
99,37.82,-122.26,2.6104,1
100,37.81,-122.25,2.4912,1
101,37.81,-122.25,3.2177,1
102,37.81,-122.25,3.125,1
103,37.81,-122.25,2.5795,1
104,37.81,-122.26,2.8406,1
105,37.82,-122.24,4.9306,2
106,37.81,-122.24,3.2727,1
107,37.81,-122.25,3.1691,1
108,37.82,-122.24,3.9,1
109,37.82,-122.25,3.9063,1
110,37.82,-122.25,5.0917,2
111,37.82,-122.25,2.6429,1
112,37.82,-122.25,3.0233,1
113,37.83,-122.25,3.1484,1
114,37.83,-122.25,3.4722,1
115,37.83,-122.25,3.1429,1
116,37.83,-122.25,2.4234,1
117,37.83,-122.25,3.0897,1
118,37.84,-122.23,5.8596,2
119,37.84,-122.23,5.2868,2
120,37.83,-122.24,5.956,2
121,37.85,-122.24,4.9643,2
122,37.85,-122.23,6.3434,2
123,37.84,-122.24,5.1773,2
124,37.85,-122.24,7.2354,2
125,37.85,-122.22,5.457000000000001,2
126,37.84,-122.22,7.5,2
127,37.84,-122.21,6.0194,2
128,37.83,-122.21,7.5544,2
129,37.84,-122.2,6.0666,2
130,37.84,-122.21,7.0548,2
131,37.84,-122.19,11.6017,5
132,37.84,-122.2,7.4882,2
133,37.83,-122.21,6.8976,2
134,37.83,-122.19,8.2049,2
135,37.83,-122.2,8.401,2
136,37.83,-122.19,6.8538,2
137,37.82,-122.19,8.317,2
138,37.82,-122.2,7.0175,2
139,37.82,-122.2,6.3302,2
140,37.81,-122.18,6.3624,2
141,37.82,-122.21,7.0549,2
142,37.81,-122.2,6.7851,2
143,37.8,-122.21,2.8929,1
144,37.8,-122.21,3.0812,1
145,37.81,-122.21,5.2402,2
146,37.81,-122.22,6.5217,2
147,37.8,-122.22,3.2632,1
148,37.8,-122.22,3.0298,1
149,37.8,-122.22,4.5428,2
150,37.81,-122.22,4.072,1
151,37.81,-122.22,5.3509,2
152,37.8,-122.23,3.1603,1
153,37.81,-122.23,4.7708,2
154,37.81,-122.22,8.1564,2
155,37.81,-122.23,8.8793,2
156,37.81,-122.24,6.8591,2
157,37.81,-122.24,6.0302,2
158,37.81,-122.23,7.507999999999999,2
159,37.81,-122.24,2.7477,1
160,37.8,-122.24,2.1944,1
161,37.8,-122.25,3.0149,1
162,37.81,-122.24,3.675,1
163,37.81,-122.25,3.225,1
164,37.8,-122.25,2.9345,1
165,37.8,-122.25,2.1429,1
166,37.8,-122.25,1.6121,1
167,37.8,-122.25,1.3929,1
168,37.79,-122.24,2.3173,1
169,37.79,-122.25,1.7772,1
170,37.79,-122.25,2.6458,1
171,37.79,-122.25,2.181,1
172,37.8,-122.25,2.2303,1
173,37.8,-122.25,1.6504,1
174,37.8,-122.24,2.2697,1
175,37.8,-122.24,2.1563,1
176,37.8,-122.24,2.1348,1
177,37.8,-122.24,2.6292,1
178,37.8,-122.23,2.3833,1
179,37.8,-122.24,2.957,1
180,37.8,-122.24,2.5238,1
181,37.8,-122.23,1.9375,1
182,37.8,-122.23,1.9028,1
183,37.8,-122.23,2.25,1
184,37.8,-122.23,2.3929,1
185,37.79,-122.23,2.1917,1
186,37.79,-122.23,2.9357,1
187,37.79,-122.23,1.8854,1
188,37.79,-122.24,2.1638,1
189,37.79,-122.24,2.125,1
190,37.79,-122.24,3.375,1
191,37.79,-122.24,2.2542,1
192,37.79,-122.25,2.1,1
193,37.79,-122.25,1.6,1
194,37.79,-122.25,3.625,1
195,37.8,-122.26,1.6929,1
196,37.77,-122.22,1.6471,1
197,37.77,-122.22,2.59,1
198,37.77,-122.23,2.57,1
199,37.78,-122.23,2.6429,1
200,37.78,-122.23,3.0257,1
201,37.78,-122.22,1.4886,1
202,37.78,-122.23,1.9338,1
203,37.78,-122.23,1.4844,1
204,37.78,-122.23,1.6009,1
205,37.79,-122.23,2.0375,1
206,37.79,-122.23,2.293,1
207,37.79,-122.22,2.1494,1
208,37.79,-122.23,1.6198,1
209,37.79,-122.23,1.3281,1
210,37.79,-122.22,3.5156,1
211,37.79,-122.22,3.9048,1
212,37.79,-122.21,3.0893,1
213,37.79,-122.22,2.6042,1
214,37.79,-122.22,2.5,1
215,37.79,-122.22,2.7969,1
216,37.79,-122.2,2.8321,1
217,37.79,-122.21,2.9583,1
218,37.79,-122.21,2.8365,1
219,37.79,-122.21,2.875,1
220,37.8,-122.21,3.0682,1
221,37.8,-122.21,3.0757,1
222,37.8,-122.2,4.9559,2
223,37.8,-122.2,4.7721,2
224,37.8,-122.21,3.4861,1
225,37.8,-122.2,5.1184,2
226,37.8,-122.21,4.0977,1
227,37.8,-122.19,4.744,2
228,37.8,-122.19,4.2727,2
229,37.79,-122.19,2.9844,1
230,37.79,-122.2,4.1739,2
231,37.8,-122.2,3.8487,1
232,37.8,-122.19,4.0114,1
233,37.79,-122.19,4.6563,2
234,37.79,-122.19,2.9297,1
235,37.79,-122.2,2.3036,1
236,37.79,-122.2,2.6667,1
237,37.79,-122.2,2.619,1
238,37.79,-122.21,2.4167,1
239,37.79,-122.2,2.7788,1
240,37.78,-122.21,2.7352,1
241,37.78,-122.21,1.8472,1
242,37.78,-122.21,2.6583,1
243,37.78,-122.21,3.0536,1
244,37.78,-122.22,2.3906,1
245,37.78,-122.21,1.7188,1
246,37.78,-122.21,2.625,1
247,37.77,-122.22,2.8015,1
248,37.78,-122.22,1.7276,1
249,37.78,-122.22,2.0801,1
250,37.78,-122.22,2.489,1
251,37.76,-122.21,1.7546,1
252,37.77,-122.21,4.0904,1
253,37.77,-122.21,2.6765,1
254,37.77,-122.2,2.4338,1
255,37.77,-122.21,2.3309,1
256,37.77,-122.21,2.2604,1
257,37.77,-122.19,1.8039,1
258,37.77,-122.2,2.2562,1
259,37.77,-122.2,2.0562,1
260,37.78,-122.2,3.5398,1
261,37.78,-122.2,3.1167,1
262,37.78,-122.2,2.5401,1
263,37.77,-122.2,2.898,1
264,37.78,-122.21,2.3125,1
265,37.78,-122.19,2.875,1
266,37.77,-122.19,3.3715,1
267,37.77,-122.19,3.5114,1
268,37.78,-122.19,4.3125,2
269,37.78,-122.19,3.22,1
270,37.78,-122.18,3.875,1
271,37.78,-122.19,5.2328,2
272,37.78,-122.19,3.7262,1
273,37.78,-122.2,4.5893,2
274,37.79,-122.18,5.2578,2
275,37.79,-122.18,7.0875,2
276,37.79,-122.18,3.9712,1
277,37.79,-122.19,2.9514,1
278,37.79,-122.19,2.6667,1
279,37.81,-122.18,5.4446,2
280,37.8,-122.18,6.2838,2
281,37.8,-122.18,6.7527,2
282,37.77,-122.13,7.0712,2
283,37.79,-122.16,5.9849,2
284,37.78,-122.17,3.6875,1
285,37.77,-122.17,2.875,1
286,37.78,-122.18,3.4205,1
287,37.78,-122.18,3.2984,1
288,37.78,-122.17,3.875,1
289,37.78,-122.17,4.175,2
290,37.77,-122.16,4.375,2
291,37.77,-122.16,4.7708,2
292,37.77,-122.16,3.5739,1
293,37.77,-122.16,3.0958,1
294,37.77,-122.17,3.3958,1
295,37.77,-122.17,1.871,1
296,37.76,-122.17,1.9356,1
297,37.76,-122.17,2.1842,1
298,37.76,-122.18,2.2917,1
299,37.76,-122.17,2.4333,1
300,37.76,-122.18,1.9479,1
301,37.76,-122.18,3.9063,1
302,37.76,-122.18,1.8407,1
303,37.77,-122.18,2.0786,1
304,37.77,-122.18,2.8125,1
305,37.76,-122.18,1.8913,1
306,37.76,-122.19,1.7056,1
307,37.77,-122.18,2.2768,1
308,37.77,-122.18,3.2552,1
309,37.77,-122.18,2.0556,1
310,37.76,-122.19,2.4659,1
311,37.76,-122.2,1.75,1
312,37.77,-122.19,2.0469,1
313,37.77,-122.19,2.7159,1
314,37.76,-122.19,1.2083,1
315,37.76,-122.19,1.925,1
316,37.75,-122.2,1.5809,1
317,37.76,-122.2,1.4097,1
318,37.76,-122.19,0.7683,1
319,37.75,-122.19,1.3194,1
320,37.75,-122.19,0.8012,1
321,37.76,-122.19,1.9479,1
322,37.74,-122.19,1.1765,1
323,37.74,-122.18,2.3456,1
324,37.73,-122.19,2.1538,1
325,37.74,-122.19,2.5139,1
326,37.73,-122.19,1.2625,1
327,37.73,-122.18,2.9063,1
328,37.73,-122.18,2.5192,1
329,37.73,-122.18,2.1111,1
330,37.73,-122.18,2.455,1
331,37.74,-122.17,2.4028,1
332,37.74,-122.17,2.15,1
333,37.74,-122.17,2.4776,1
334,37.73,-122.17,2.1587,1
335,37.74,-122.18,1.8438,1
336,37.74,-122.17,3.0298,1
337,37.74,-122.17,2.25,1
338,37.74,-122.18,2.2467,1
339,37.75,-122.18,4.0469,1
340,37.75,-122.18,1.325,1
341,37.75,-122.17,1.6196,1
342,37.75,-122.18,2.1731,1
343,37.75,-122.19,1.9167,1
344,37.75,-122.18,2.069,1
345,37.75,-122.18,1.712,1
346,37.76,-122.17,2.5625,1
347,37.75,-122.17,1.9821,1
348,37.75,-122.17,2.5043,1
349,37.75,-122.17,2.3281,1
350,37.75,-122.17,1.4375,1
351,37.76,-122.16,2.5122,1
352,37.75,-122.16,1.5625,1
353,37.75,-122.17,3.1587,1
354,37.76,-122.17,1.8426,1
355,37.76,-122.16,4.6696,2
356,37.76,-122.16,2.4598,1
357,37.76,-122.15,6.0749,2
358,37.77,-122.14,4.8304,2
359,37.76,-122.14,5.5701,2
360,37.76,-122.13,5.37,2
361,37.75,-122.12,6.86,2
362,37.75,-122.12,7.6923,2
363,37.75,-122.14,4.0313,1
364,37.75,-122.14,6.8323,2
365,37.75,-122.13,4.975,2
366,37.75,-122.13,5.3602,2
367,37.74,-122.13,5.0,2
368,37.75,-122.16,2.925,1
369,37.75,-122.15,3.8913,1
370,37.75,-122.15,3.225,1
371,37.74,-122.15,3.1458,1
372,37.75,-122.16,2.537,1
373,37.75,-122.16,2.5568,1
374,37.74,-122.15,3.5083,1
375,37.74,-122.15,3.3125,1
376,37.75,-122.16,1.8235,1
377,37.75,-122.16,3.8047,1
378,37.74,-122.17,2.2917,1
379,37.75,-122.17,2.4962,1
380,37.74,-122.16,4.0417,1
381,37.74,-122.16,3.4844,1
382,37.74,-122.16,4.1458,2
383,37.74,-122.16,2.625,1
384,37.74,-122.16,2.0227,1
385,37.9,-122.29,3.3333,1
386,37.9,-122.29,5.337999999999999,2
387,37.89,-122.29,3.4732,1
388,37.9,-122.3,3.5125,1
389,37.89,-122.29,3.1375,1
390,37.89,-122.3,2.8036,1
391,37.9,-122.3,4.5824,2
392,37.89,-122.3,3.0208,1
393,37.89,-122.3,4.0875,1
394,37.89,-122.33,4.5268,2
395,37.88,-122.34,1.7375,1
396,37.89,-122.29,3.1795,1
397,37.88,-122.29,3.8672,1
398,37.89,-122.29,5.1675,2
399,37.89,-122.29,5.1696,2
400,37.88,-122.28,4.2614,2
401,37.89,-122.29,5.0551,2
402,37.9,-122.27,5.6228,2
403,37.9,-122.26,7.8864,2
404,37.9,-122.27,7.9556,2
405,37.9,-122.27,6.174,2
406,37.9,-122.27,6.9414,2
407,37.89,-122.27,8.8342,2
408,37.9,-122.28,7.1754,2
409,37.9,-122.28,10.0825,5
410,37.9,-122.28,4.9083,2
411,37.89,-122.28,5.7912,2
412,37.89,-122.28,4.5893,2
413,37.89,-122.28,5.4171,2
414,37.89,-122.28,4.125,1
415,37.89,-122.27,7.266,2
416,37.89,-122.27,5.3989,2
417,37.9,-122.26,7.8336,2
418,37.89,-122.25,6.1593,2
419,37.89,-122.26,6.381,2
420,37.89,-122.26,6.6828,2
421,37.89,-122.25,7.5385,2
422,37.89,-122.25,6.7138,2
423,37.88,-122.26,6.2425,2
424,37.88,-122.26,5.7979,2
425,37.88,-122.27,4.2813,2
426,37.88,-122.27,3.5417,1
427,37.88,-122.27,3.0132,1
428,37.88,-122.28,4.1429,2
429,37.88,-122.28,4.1912,2
430,37.88,-122.28,3.9167,1
431,37.88,-122.29,3.8897,1
432,37.88,-122.29,3.1065,1
433,37.88,-122.29,2.9926,1
434,37.88,-122.29,3.556,1
435,37.88,-122.3,1.475,1
436,37.88,-122.3,1.6971,1
437,37.87,-122.3,2.1705,1
438,37.86,-122.3,2.75,1
439,37.85,-122.29,2.5682,1
440,37.88,-122.3,2.9,1
441,37.87,-122.3,2.2208,1
442,37.88,-122.28,3.2344,1
443,37.87,-122.28,3.5156,1
444,37.87,-122.28,1.9805,1
445,37.87,-122.29,2.6684,1
446,37.87,-122.29,3.875,1
447,37.88,-122.28,3.006,1
448,37.87,-122.28,2.543,1
449,37.87,-122.28,2.8676,1
450,37.88,-122.27,2.1907,1
451,37.87,-122.27,1.7778,1
452,37.88,-122.27,2.52,1
453,37.88,-122.26,4.2788,2
454,37.88,-122.26,2.944,1
455,37.88,-122.26,1.725,1
456,37.87,-122.25,5.2289,2
457,37.87,-122.25,2.5562,1
458,37.87,-122.25,0.949,1
459,37.87,-122.25,1.1696,1
460,37.87,-122.26,1.4012,1
461,37.87,-122.26,1.1859,1
462,37.87,-122.27,1.7464,1
463,37.87,-122.27,2.8846,1
464,37.87,-122.27,2.7372,1
465,37.86,-122.28,3.8594,1
466,37.87,-122.28,3.5625,1
467,37.87,-122.28,2.2788,1
468,37.87,-122.29,2.537,1
469,37.87,-122.29,2.525,1
470,37.86,-122.29,1.9946,1
471,37.86,-122.28,2.8214,1
472,37.87,-122.29,2.6165,1
473,37.86,-122.29,1.9483,1
474,37.86,-122.28,1.9327,1
475,37.86,-122.28,1.9798,1
476,37.85,-122.28,2.4167,1
477,37.86,-122.27,2.5417,1
478,37.86,-122.28,3.3906,1
479,37.86,-122.28,2.5652,1
480,37.86,-122.28,2.2845,1
481,37.86,-122.27,2.6071,1
482,37.86,-122.27,3.15,1
483,37.86,-122.27,2.6914,1
484,37.86,-122.27,1.8447,1
485,37.86,-122.26,1.6307,1
486,37.86,-122.26,2.9044,1
487,37.86,-122.26,2.9405,1
488,37.86,-122.26,3.3893,1
489,37.86,-122.25,3.0417,1
490,37.86,-122.25,7.0897,2
491,37.86,-122.25,5.0463,2
492,37.86,-122.25,1.7652,1
493,37.86,-122.24,7.8521,2
494,37.85,-122.24,9.3959,2
495,37.86,-122.25,5.3794,2
496,37.85,-122.26,3.2619,1
497,37.85,-122.27,2.7054,1
498,37.85,-122.27,2.2431,1
499,37.85,-122.27,1.9028,1
500,37.85,-122.27,1.5817,1
501,37.85,-122.27,2.2841,1
502,37.85,-122.27,1.3785,1
503,37.85,-122.28,2.9018,1
504,37.85,-122.28,1.73,1
505,37.85,-122.28,2.2625,1
506,37.84,-122.29,2.2106,1
507,37.83,-122.28,2.6997,1
508,37.84,-122.3,4.0018,1
509,37.83,-122.23,7.8772,2
510,37.82,-122.22,11.8603,5
511,37.82,-122.22,13.499,5
512,37.82,-122.23,12.2138,5
513,37.82,-122.23,8.1872,2
514,37.82,-122.23,12.3804,5
515,37.83,-122.24,5.8948,2
516,37.83,-122.24,8.1194,2
517,37.82,-122.23,8.7477,2
518,37.82,-122.24,6.155,2
519,37.82,-122.25,5.882999999999999,2
520,37.76,-122.23,5.2128,2
521,37.76,-122.23,4.7188,2
522,37.76,-122.23,5.2915,2
523,37.77,-122.24,2.6411,1
524,37.77,-122.23,3.3214,1
525,37.77,-122.24,3.6417,1
526,37.77,-122.25,3.0161,1
527,37.77,-122.25,3.1771,1
528,37.77,-122.25,3.4531,1
529,37.77,-122.25,4.3098,2
530,37.78,-122.26,3.3438,1
531,37.78,-122.26,2.9213,1
532,37.78,-122.27,2.6806,1
533,37.78,-122.27,3.7708,1
534,37.78,-122.27,3.9444,1
535,37.78,-122.27,5.2601,2
536,37.79,-122.28,2.5444,1
537,37.77,-122.3,2.6447,1
538,37.78,-122.28,2.5762,1
539,37.78,-122.29,1.9427,1
540,37.77,-122.28,2.9688,1
541,37.77,-122.28,3.75,1
542,37.76,-122.29,5.1702,2
543,37.78,-122.28,2.5139,1
544,37.77,-122.26,2.9732,1
545,37.77,-122.27,5.5337,2
546,37.77,-122.27,4.1667,2
547,37.77,-122.27,2.7115,1
548,37.77,-122.27,3.3269,1
549,37.77,-122.25,3.2685,1
550,37.77,-122.26,4.7778,2
551,37.77,-122.26,4.226,2
552,37.77,-122.26,3.3571,1
553,37.77,-122.26,2.9899,1
554,37.77,-122.26,2.875,1
555,37.77,-122.24,2.3882,1
556,37.77,-122.25,2.975,1
557,37.76,-122.23,5.1039,2
558,37.76,-122.23,4.1458,2
559,37.76,-122.24,3.4762,1
560,37.76,-122.24,2.6833,1
561,37.76,-122.23,5.75,2
562,37.75,-122.23,3.9632,1
563,37.75,-122.24,4.9489,2
564,37.75,-122.24,4.8711,2
565,37.76,-122.24,3.0718,1
566,37.76,-122.24,3.6719,1
567,37.76,-122.24,4.6094,2
568,37.73,-122.24,4.5213,2
569,37.74,-122.25,4.4562,2
570,37.72,-122.24,7.611000000000001,2
571,37.73,-122.27,3.2689,1
572,37.76,-122.25,3.567,1
573,37.74,-122.27,3.6875,1
574,37.77,-122.27,4.7695,2
575,37.75,-122.28,3.1972,1
576,37.77,-122.06,7.2634,2
577,37.73,-122.06,7.0568,2
578,37.71,-122.06,4.635,2
579,37.71,-122.07,5.3015,2
580,37.71,-122.07,4.9801,2
581,37.72,-122.07,5.4834,2
582,37.72,-122.08,6.187,2
583,37.72,-122.08,5.6194,2
584,37.71,-122.08,5.4639,2
585,37.71,-122.09,5.1498,2
586,37.72,-122.1,5.8382,2
587,37.71,-122.11,4.65,2
588,37.7,-122.1,4.3819,2
589,37.69,-122.1,3.7222,1
590,37.71,-122.09,5.2855,2
591,37.7,-122.09,4.3375,2
592,37.71,-122.1,5.2131,2
593,37.7,-122.09,6.005,2
594,37.71,-122.08,5.0519,2
595,37.71,-122.08,4.8237,2
596,37.7,-122.08,5.2497,2
597,37.7,-122.07,4.125,2
598,37.7,-122.06,4.6005,2
599,37.7,-122.06,3.5187,1
600,37.7,-122.07,3.0,1
601,37.7,-122.08,3.4934,1
602,37.7,-122.09,2.9861,1
603,37.69,-122.07,2.5362,1
604,37.69,-122.08,3.3021,1
605,37.69,-122.07,3.0964,1
606,37.69,-122.08,2.8512,1
607,37.69,-122.08,3.3478,1
608,37.68,-122.08,2.3958,1
609,37.68,-122.08,3.5295,1
610,37.69,-122.09,4.8036,2
611,37.74,-122.15,3.851,1
612,37.74,-122.14,4.0662,1
613,37.73,-122.14,4.6042,2
614,37.74,-122.15,2.2,1
615,37.73,-122.16,4.1164,2
616,37.74,-122.15,3.95,1
617,37.73,-122.15,4.9135,2
618,37.73,-122.15,2.8355,1
619,37.73,-122.17,3.25,1
620,37.73,-122.16,2.8301,1
621,37.73,-122.17,3.7159,1
622,37.73,-122.16,2.5625,1
623,37.72,-122.18,3.8047,1
624,37.71,-122.18,3.375,1
625,37.71,-122.17,3.244,1
626,37.7,-122.18,4.0268,1
627,37.7,-122.18,3.3906,1
628,37.71,-122.19,5.5461,2
629,37.72,-122.17,3.3710000000000004,1
630,37.72,-122.17,3.5313,1
631,37.72,-122.17,3.663,1
632,37.72,-122.16,2.875,1
633,37.72,-122.17,4.0202,1
634,37.71,-122.16,4.5553,2
635,37.71,-122.16,3.4643,1
636,37.72,-122.16,3.3431,1
637,37.73,-122.15,2.1898,1
638,37.72,-122.15,2.9097,1
639,37.72,-122.15,3.375,1
640,37.72,-122.15,2.8125,1
641,37.73,-122.14,5.0,2
642,37.73,-122.14,3.0673,1
643,37.73,-122.14,3.8125,1
644,37.73,-122.13,6.9096,2
645,37.72,-122.13,7.912000000000001,2
646,37.72,-122.13,3.8393,1
647,37.71,-122.12,4.0,1
648,37.72,-122.13,6.5095,2
649,37.72,-122.14,3.5156,1
650,37.72,-122.14,2.983,1
651,37.72,-122.13,3.524,1
652,37.71,-122.13,3.1103,1
653,37.71,-122.13,3.5781,1
654,37.71,-122.15,3.1682,1
655,37.71,-122.14,2.6101,1
656,37.71,-122.14,3.6932,1
657,37.7,-122.13,3.4583,1
658,37.7,-122.13,3.9032,1
659,37.71,-122.15,4.0208,1
660,37.7,-122.15,3.5547,1
661,37.7,-122.14,4.5859,2
662,37.7,-122.13,2.6321,1
663,37.69,-122.13,3.395,1
664,37.7,-122.14,3.9702,1
665,37.7,-122.16,5.0043,2
666,37.69,-122.14,4.4659,2
667,37.69,-122.15,3.6625,1
668,37.69,-122.15,3.8864,1
669,37.7,-122.15,3.4583,1
670,37.69,-122.16,3.7813,1
671,37.7,-122.16,2.9917,1
672,37.7,-122.16,4.4375,2
673,37.7,-122.17,4.0,1
674,37.68,-122.16,2.3869,1
675,37.69,-122.17,4.7609,2
676,37.68,-122.18,5.4858,2
677,37.69,-122.16,4.3971,2
678,37.69,-122.15,4.0109,1
679,37.68,-122.15,4.3864,2
680,37.68,-122.15,4.2841,2
681,37.69,-122.15,5.1312,2
682,37.69,-122.14,2.9958,1
683,37.68,-122.14,3.6364,1
684,37.68,-122.14,2.7955,1
685,37.69,-122.1,2.9507,1
686,37.69,-122.12,3.4375,1
687,37.69,-122.13,2.875,1
688,37.71,-122.12,3.0345,1
689,37.7,-122.12,2.679,1
690,37.7,-122.12,2.9922,1
691,37.69,-122.12,4.1042,2
692,37.7,-122.12,2.5833,1
693,37.7,-122.11,2.1552,1
694,37.7,-122.11,2.3274,1
695,37.7,-122.11,2.4206,1
696,37.69,-122.1,3.9063,1
697,37.69,-122.11,2.6464,1
698,37.69,-122.11,3.4643,1
699,37.69,-122.12,2.3973,1
700,37.69,-122.03,6.5,2
701,37.64,-121.97,6.0574,2
702,37.63,-122.02,3.8958,1
703,37.63,-122.04,4.7813,2
704,37.63,-122.05,3.2829,1
705,37.66,-122.04,5.3169,2
706,37.65,-122.04,6.2579,2
707,37.68,-122.05,5.1701,2
708,37.68,-122.07,3.25,1
709,37.68,-122.06,3.1796,1
710,37.68,-122.08,2.4196,1
711,37.68,-122.08,2.6563,1
712,37.67,-122.08,0.9637,1
713,37.67,-122.09,2.3357,1
714,37.68,-122.09,3.5114,1
715,37.69,-122.09,3.3125,1
716,37.68,-122.09,2.4042,1
717,37.68,-122.09,2.8322,1
718,37.68,-122.09,2.5156,1
719,37.68,-122.1,3.4032,1
720,37.68,-122.1,2.535,1
721,37.68,-122.11,2.5772,1
722,37.68,-122.1,3.0962,1
723,37.67,-122.1,2.9564,1
724,37.68,-122.1,3.125,1
725,37.68,-122.12,2.95,1
726,37.68,-122.12,4.38,2
727,37.68,-122.12,4.0417,1
728,37.67,-122.11,3.8,1
729,37.68,-122.12,3.4839,1
730,37.68,-122.13,4.0588,1
731,37.68,-122.13,4.1974,2
732,37.68,-122.13,3.6,1
733,37.68,-122.14,4.267,2
734,37.67,-122.14,4.2386,2
735,37.67,-122.15,5.5797,2
736,37.67,-122.14,4.0682,1
737,37.67,-122.13,3.1734,1
738,37.67,-122.14,4.7933,2
739,37.67,-122.14,4.8125,2
740,37.67,-122.13,3.8676,1
741,37.67,-122.12,3.9395,1
742,37.67,-122.13,3.2434,1
743,37.67,-122.11,3.0917,1
744,37.67,-122.11,3.0645,1
745,37.67,-122.09,2.7019,1
746,37.67,-122.09,3.1115,1
747,37.66,-122.09,3.4722,1
748,37.66,-122.09,2.2222,1
749,37.68,-122.05,6.1104,2
750,37.67,-122.06,4.2733,2
751,37.67,-122.07,3.2465,1
752,37.67,-122.07,3.2417,1
753,37.67,-122.07,3.875,1
754,37.67,-122.04,6.0501,2
755,37.67,-122.04,6.8233,2
756,37.66,-122.04,6.3501,2
757,37.66,-122.07,2.6719,1
758,37.66,-122.07,3.875,1
759,37.66,-122.08,2.5625,1
760,37.65,-122.07,3.016,1
761,37.65,-122.08,2.7694,1
762,37.65,-122.08,3.6818,1
763,37.66,-122.08,2.1382,1
764,37.66,-122.1,3.7303,1
765,37.66,-122.1,3.875,1
766,37.66,-122.1,3.0489,1
767,37.65,-122.09,2.8203,1
768,37.65,-122.09,4.3897,2
769,37.65,-122.09,4.7143,2
770,37.66,-122.1,4.6875,2
771,37.66,-122.11,3.2091,1
772,37.66,-122.1,4.275,2
773,37.66,-122.11,4.1302,2
774,37.66,-122.11,3.09,1
775,37.65,-122.1,4.5417,2
776,37.64,-122.1,4.6635,2
777,37.65,-122.1,4.4427,2
778,37.65,-122.1,4.5303,2
779,37.65,-122.12,2.375,1
780,37.63,-122.1,3.8171,1
