,Latitude,Longitude,MedInc,cluster
14475,32.86,-117.21,6.5382,2
15405,33.23,-117.24,3.4359,1
454,37.88,-122.26,2.944,5
18408,37.27,-121.8,5.0772,0
18813,41.12,-121.47,2.83,5
13747,34.07,-117.14,5.5875,1
3852,34.17,-118.44,3.8081,1
182,37.8,-122.23,1.9028,5
18615,37.04,-122.08,4.1161,0
19812,36.32,-118.94,4.0703,1
17669,37.31,-121.86,2.2259,5
14910,32.61,-117.05,3.5096,1
20070,37.99,-120.35,2.4191,5
99,37.82,-122.26,2.6104,5
4978,34.0,-118.29,1.2347,3
17000,37.56,-122.26,5.6683,0
10768,33.66,-117.88,3.5426,1
5749,34.16,-118.27,3.6587,1
2764,32.74,-116.0,1.4338,3
833,37.6,-122.02,3.5,5
1707,37.94,-122.31,3.8343,5
254,37.77,-122.2,2.4338,5
12610,38.54,-121.51,3.9792,5
6628,34.18,-118.15,2.3029,3
1302,38.0,-121.85,4.2647,0
6958,34.0,-118.06,3.9243,1
20422,34.14,-118.9,5.1457,1
10778,33.65,-117.9,3.4125,1
11825,38.99,-120.98,3.6354,5
17499,34.44,-119.78,4.835,1
4819,34.05,-118.3,2.4297,3
3930,34.21,-118.58,3.0187,3
9445,37.49,-119.9,3.0,5
933,37.55,-122.05,5.1321,0
4739,34.05,-118.38,3.238,3
20522,38.54,-121.54,3.0536,5
18014,37.27,-121.96,5.2533,0
20026,36.06,-119.05,3.1625,3
20413,34.18,-118.87,3.4676,1
2009,36.72,-119.82,1.6435,5
12292,33.93,-116.98,2.1581,3
19230,38.47,-122.66,3.7617,5
2874,35.37,-118.96,1.365,3
17008,37.54,-122.29,4.9464,0
1037,38.44,-120.69,4.2917,0
2704,32.83,-115.57,3.5282,1
20486,34.28,-118.68,5.0962,1
12385,33.71,-116.38,4.5556,1
13418,34.05,-117.49,3.9464,1
9717,36.85,-121.79,2.7321,5
15327,33.19,-117.34,5.7409,2
6703,34.14,-118.13,3.4531,1
19925,36.32,-119.32,4.3816,1
18779,40.4,-122.23,3.0556,5
10322,33.87,-117.76,7.0592,2
9755,36.52,-121.69,8.0922,0
15040,32.78,-116.95,3.3906,1
11335,33.75,-117.95,5.1416,1
12116,33.96,-117.23,5.252999999999999,1
10285,33.9,-117.84,7.0352,2
11853,39.8,-120.45,1.7829,5
12506,38.56,-121.43,2.5417,5
1540,37.86,-122.03,6.112,0
15574,33.0,-116.78,5.5102,1
2697,32.82,-115.37,3.5735,1
2286,36.79,-119.76,3.3281,5
5458,34.0,-118.46,2.3542,3
10300,33.93,-117.83,6.5841,2
10393,33.59,-117.65,8.0409,2
14624,32.77,-117.17,3.767,1
16054,37.76,-122.48,4.4094,0
6534,34.05,-118.04,2.6579,3
7451,33.94,-118.17,4.6389,1
9325,37.96,-122.52,5.2818,0
16254,37.98,-121.26,0.9782,5
9128,34.56,-118.07,4.2329,1
8878,34.04,-118.5,15.0001,4
12633,38.49,-121.49,2.735,5
11656,33.84,-118.03,4.0156,1
9058,34.69,-118.14,3.4327,3
9025,34.05,-118.74,7.9184,2
1333,38.0,-121.86,3.5857,5
11230,33.82,-117.95,4.0735,1
17948,37.34,-121.96,4.4453,0
12416,33.73,-116.22,2.1217,3
9708,36.67,-121.65,1.9385,5
1984,38.69,-120.85,3.4872,5
16772,37.69,-122.48,4.4821,0
2435,36.57,-119.59,3.5987,5
18537,36.98,-122.0,4.3,0
16161,37.78,-122.49,4.2414,0
12165,33.78,-117.06,2.5847,3
16581,37.76,-121.43,3.6312,5
16004,37.75,-122.46,6.5372,0
8256,33.77,-118.17,2.1378,3
17703,37.31,-121.82,3.7102,5
18114,37.31,-122.02,5.9714,0
3920,34.2,-118.56,4.175,1
15010,32.75,-117.03,3.0897,3
10269,33.86,-117.87,3.1534,3
10543,33.68,-117.7,2.8192,3
5198,33.94,-118.27,1.1468,3
13316,34.07,-117.62,2.5677,3
16740,37.7,-122.43,4.7708,0
2813,35.42,-119.04,1.8403,3
19147,38.35,-122.69,7.226,0
536,37.79,-122.28,2.5444,5
18245,37.39,-122.08,3.2083,5
1139,39.74,-121.57,2.4623,5
19241,38.54,-122.75,5.4886,0
4116,34.13,-118.42,12.7823,4
18201,37.39,-122.02,4.7431,0
11323,33.76,-117.97,4.7464,1
15232,33.02,-117.21,10.156,2
16933,37.57,-122.33,3.625,5
13573,34.14,-117.29,2.5417,3
617,37.73,-122.15,4.9135,0
19178,38.42,-122.66,4.023,5
1310,37.99,-121.84,3.3625,5
16122,37.78,-122.46,3.7887,5
15548,33.12,-117.09,2.5284,3
3251,36.02,-119.8,3.05,3
3547,34.26,-118.6,5.6392,1
5975,34.1,-117.77,2.8818,3
14726,32.8,-117.01,3.7159,1
7575,33.88,-118.21,3.4485,1
16439,38.14,-121.29,3.875,5
14058,32.74,-117.13,3.6852,1
14974,32.72,-117.01,2.3068,3
15569,33.06,-116.93,4.8836,1
2209,36.81,-119.85,3.755,5
10802,33.6,-117.96,5.2333,1
7199,34.03,-118.18,2.0764,3
1121,39.79,-121.58,2.7863,5
2656,40.28,-124.25,1.9417,5
3478,34.28,-118.51,6.3911,2
14799,32.58,-117.11,2.4213,3
20057,35.89,-119.27,1.7572,3
13294,34.08,-117.64,3.3958,1
14998,32.73,-117.05,3.5529,1
17004,37.54,-122.28,3.9699,0
11342,33.76,-117.93,3.3710000000000004,3
20627,39.13,-121.32,3.0,5
3526,34.27,-118.51,4.1042,1
17714,37.34,-121.79,4.9318,0
1835,37.9,-122.3,2.9219,5
5833,34.2,-118.32,3.9866,1
15428,33.21,-117.24,2.1875,3
8528,33.89,-118.34,5.372999999999999,1
1042,38.32,-120.88,3.2589,5
11216,33.81,-117.92,5.6047,1
18627,37.1,-121.96,6.3617,0
982,37.66,-121.85,5.6399,0
6549,34.05,-118.02,3.0625,3
12443,33.54,-115.22,1.625,3
16263,37.95,-121.26,1.725,5
2596,40.91,-124.08,1.6667,5
8885,34.03,-118.5,6.48,2
4488,34.05,-118.2,2.0885,3
19779,39.91,-122.19,1.8571,5
377,37.75,-122.16,3.8047,5
357,37.76,-122.15,6.0749,0
13475,34.09,-117.4,4.4034,1
12774,38.61,-121.44,1.8792,5
18187,37.38,-122.02,4.0911,0
6384,34.16,-118.05,3.5694,1
14071,32.76,-117.12,2.4821,3
6790,34.1,-118.15,3.1211,3
7720,33.94,-118.11,4.4375,1
10899,33.74,-117.84,3.3611,3
2234,36.85,-119.79,1.9511,5
19248,38.47,-122.74,3.0714,5
7882,33.88,-118.12,3.0795,3
19961,36.18,-119.27,2.6098,3
19728,38.9,-121.52,2.9048,5
6225,34.05,-117.93,4.2926,1
4352,34.1,-118.37,15.0001,4
14517,32.91,-117.13,3.6111,1
19013,38.36,-122.01,7.1053,0
14627,32.76,-117.18,3.6492,1
6270,34.04,-117.94,3.8864,1
13936,34.24,-117.28,5.2185,1
5186,33.93,-118.26,1.4917,3
13610,34.14,-117.27,4.4435,1
2718,32.8,-115.57,1.875,3
16677,35.13,-120.66,1.9653,3
1256,39.3,-121.96,2.1845,5
2640,40.59,-124.05,3.4408,5
4318,34.09,-118.34,3.2946,3
19610,37.48,-121.14,3.7045,5
6244,34.05,-117.99,3.7917,1
2652,40.45,-124.03,2.6094,5
13079,38.55,-121.34,4.1447,5
6954,33.98,-118.06,4.2206,1
5034,33.98,-118.33,1.8472,3
17835,37.41,-121.86,7.3861,0
5554,33.96,-118.4,4.1852,1
1336,37.99,-121.88,5.5676,0
113,37.83,-122.25,3.1484,5
20067,37.98,-120.4,2.6696,5
10604,33.67,-117.81,7.2025,2
9507,39.07,-123.21,3.7833,5
6119,34.13,-117.92,2.8643,3
7375,33.97,-118.22,2.881,3
14402,32.79,-117.25,1.8365,3
4286,34.1,-118.32,2.2311,3
12238,33.73,-116.94,3.7175,1
18264,37.38,-122.08,3.3917,5
11607,33.8,-118.01,5.32,1
17977,37.31,-121.97,3.9187,5
9403,37.88,-122.53,6.8742,0
5849,34.19,-118.31,2.0875,3
9153,34.44,-118.53,6.0398,2
380,37.74,-122.16,4.0417,0
5525,33.97,-118.37,3.3889,3
14554,32.96,-117.14,6.3721,2
16909,37.57,-122.36,10.7339,4
11467,33.66,-117.99,3.0625,3
16670,35.24,-120.52,5.0267,0
135,37.83,-122.2,8.401,0
9681,37.64,-118.97,3.0921,5
7267,33.98,-118.22,2.4387,3
17495,34.44,-119.8,5.0294,1
17221,34.45,-119.71,5.5922,1
12284,33.9,-116.81,1.3286,3
17843,37.43,-121.87,6.2892,0
4745,34.05,-118.35,2.8841,3
12400,33.66,-116.31,3.6354,1
5500,33.99,-118.42,3.725,1
6491,34.08,-118.0,3.994,1
18374,37.23,-121.86,5.8904,0
20261,34.21,-119.18,4.3897,1
2087,36.75,-119.79,1.0,5
18125,37.33,-122.03,7.4863,0
13317,34.07,-117.64,2.2765,3
10791,33.62,-117.92,5.2416,1
3997,34.17,-118.61,3.8819,1
10117,33.93,-117.93,3.7933,1
